Título,Semilla,Estado,Frecuencia,Tamaño,Palabras_clave,Materia
Federación Andaluza de Esgrima,https://www.andaluciaesgrima.es,Activa,Semestral,Pequeno,Asociaciones / Deportes / Esgrima,Deportes
Federación Andaluza de Gimnasia,https://www.andaluciagym.com,Activa,Semestral,Pequeno,Asociaciones / Deportes / Gimnasia,Deportes
Federación Andaluza de Baloncesto,https://www.andaluzabaloncesto.org/es/,Activa,Semestral,Pequeno,Asociaciones / Deportes / Baloncesto,Deportes
Ayuntamiento de Andújar,https://www.andujar.es,Activa,Semestral,Pequeno,Organismos administrativos / Ayuntamientos / Jaén,Administración
Andújar28: el diario digital de Andújar,https://www.andujar28.es,Activa,Semanal,Mediano,Medios de comunicación social / Periódicos electrónicos / Jaén / Andalucía,Prensa
Ayuntamiento de Antequera,https://www.antequera.es,Activa,Semestral,Pequeno,Organismos administrativos / Ayuntamientos / Málaga,Administración
Autoridad Portuaria de la Bahía de Algeciras. Puerto,https://www.apba.es,Activa,Anual,Mediano,Organismos administrativos / Transportes / Puertos / Cádiz,Transporte
"Apice, Asociación de Epilepsia de Andalucía",https://www.apiceepilepsia.org,Activa,Semestral,Pequeno,Medicina / Enfermedades / Epilepsia / Andalucía,Medicina
Puerto de Motril-Granada,https://www.apmotril.com,Activa,Anual,Mediano,Organismos administrativos / Transportes / Puertos / Granada,Transporte
Ayuntamiento de Arahal,https://www.arahal.es/es/,Activa,Semestral,Pequeno,Organismos administrativos / Ayuntamientos / Sevilla,Administración
Asociación de Archiveros de Andalucía,https://www.archiverosdeandalucia.org,Inactiva,Semestral,Mediano,Archivos / Instituciones culturales / Andalucía,Archivística
"Arjona de rasa (Arjona, Jaén)",https://www.arjonaderasa.com,Activa,Anual,Mediano,Aceite de oliva / Almazaras / Jaén / Turismo,Alimentaria
"Arodén (Carcabuey, Córdoba)",https://www.aroden.com,Activa,Anual,Mediano,Aceite de oliva / Almazaras / Córdoba,Alimentaria
La Seducción : escuela de artes escénicas (Granada),https://www.artesescenicaslaseduccion.com/la-escuela/,Activa,Semestral,Pequeno,Teatro / Centros docentes / Educación / Granada,Arte
Asociación Andaluza de Cirujanos,https://www.asacirujanos.com,Activa,Semestral,Pequeno,Medicina / Cirugía / Cirujanos / Asociaciones / Andalucía,Medicina
Asociación Andaluza de Enfermería Comunitaria (ASANEC),https://www.asanec.es,Activa,Semestral,Pequeno,Enfermería / Atención primaria / Asociaciones / Andalucía,Medicina
Asociación Andaluza del Dolor y Asistencia Continuada,https://www.asociacionandaluzadeldolor.es,Activa,Semestral,Pequeno,Medicina / Dolor / Asistencia sanitaria / Andalucía,Medicina
Asociación de la prensa de Sevilla,https://www.asociacionprensa.org,Activa,Mensual,Pequeno,Periodismo / Periodistas / Asociaciones / Sevilla,Prensa
Sociedad Astronómica Granadina,https://www.astrogranada.org,Activa,Semestral,Pequeno,Astronomía / Asociaciones / Granada,Astronomía
Sociedad Malagueña de Astronomía,https://www.astromalaga.es,Activa,Semestral,Pequeno,Astronomía / Asociaciones / Málaga,Astronomía
Asociación Astronomía Sevilla,https://www.astronomiasevilla.org,Activa,Semestral,Pequeno,Astronomía / Asociación / Sevilla,Astronomía
Agrupación Astronómica de Málaga SIRIO,https://www.astrosirio.org,Activa,Anual,Mediano,Astronomía / Asociaciones / Málaga,Astronomía
Axarquía Hoy,https://www.axarquiahoy.es,Activa,Semanal,Pequeno,Medios de comunicación social / Periódicos electrónicos / Málaga / Andalucía,Prensa
Axarquíaplus,https://www.axarquiaplus.es,Activa,Semanal,Pequeno,Medios de comunicación social / Periódicos electrónicos / Málaga / Andalucía,Prensa
Ayuntamiento de Aljaraque,https://www.ayto-aljaraque.es/es/,Activa,Semestral,Pequeno,Organismos administrativos / Ayuntamientos / Huelva,Administración
Ayuntamiento de Cartaya,https://www.ayto-cartaya.es,Activa,Semestral,Pequeno,Organismos administrativos / Ayuntamientos / Huelva,Administración
Ayuntamiento de Chipiona,https://www.aytochipiona.com,Activa,Semestral,Pequeno,Organismos administrativos / Ayuntamientos / Cádiz,Administración
Ayuntamiento de Tarifa,https://www.aytotarifa.com,Activa,Semestral,Pequeno,Organismos administrativos / Ayuntamientos / Cádiz,Administración
Ayuntamiento de Ronda,https://www.ayuntamientoronda.es,Activa,Semestral,Pequeno,Organismos administrativos / Ayuntamientos / Málaga,Administración
Ayuntamiento de Ubrique,https://www.ayuntamientoubrique.es,Activa,Semestral,Pequeno,Organismos administrativos / Ayuntamientos / Cádiz,Administración
Ayuntamiento de Baeza,https://www.baeza.net,Activa,Semestral,Pequeno,Organismos administrativos / Ayuntamientos / Jaén,Administración
BD Bailén diario,https://www.bailendiario.com,Activa,Semanal,Pequeno,Medios de comunicación social / Periódicos electrónicos / Jaén / Andalucía,Prensa
Bailén digital,https://www.bailendigital.com,Activa,Semanal,Mediano,Medios de comunicación social / Periódicos electrónicos / Jaén / Andalucía,Prensa
"Balcón del Guadalquivir (Baeza, Jaén)",https://www.balcondelguadalquivir.com,Activa,Anual,Mediano,Aceite de oliva / Almazaras / Cooperativas / Jaén,Alimentaria
"Barbadillo (Sanlúcar de Barrameda, Cádiz)",https://www.barbadillo.com,Activa,Anual,Mediano,Vinos / Bodegas / Industria de las bebidas / Cádiz,Bebidas
"Belvís de las Navas (Istán, Málaga)",https://www.belvisdelasnavas.com,Activa,Anual,Mediano,Aceite de oliva / Almazaras / Málaga,Alimentaria
Contracrónica.es,https://www.benalgo.es,Activa,Semanal,Pequeno,Medios de comunicación social / Periódicos electrónicos / Andalucía,Prensa
Sistema Andaluz de Bibliotecas y Centros de Documentación,https://www.bibliotecasdeandalucia.es,Activa,Semestral,Mediano,Bibliotecas / Centros de Documentación / Instituciones culturales,Bibliotecas
Biblioteca de Andalucía,https://www.bibliotecasdeandalucia.es/web/biblioteca-de-andalucia,Activa,Unica,Grande,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales,Bibliotecas
Biblioteca de Almería,https://www.bibliotecasdeandalucia.es/web/biblioteca-del-estado-publica-provincial-de-almeria,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Almería,Bibliotecas
Biblioteca de Cádiz,https://www.bibliotecasdeandalucia.es/web/biblioteca-del-estado-publica-provincial-de-cadiz/inicio,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Cádiz,Bibliotecas
Biblioteca de Córdoba,https://www.bibliotecasdeandalucia.es/web/biblioteca-del-estado-publica-provincial-de-cordoba,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Córdoba,Bibliotecas
Biblioteca de Granada,https://www.bibliotecasdeandalucia.es/web/biblioteca-del-estado-publica-provincial-de-granada,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Granada,Bibliotecas
Biblioteca de Huelva,https://www.bibliotecasdeandalucia.es/web/biblioteca-del-estado-publica-provincial-de-huelva,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Huelva,Bibliotecas
Biblioteca de Jaén,https://www.bibliotecasdeandalucia.es/web/biblioteca-del-estado-publica-provincial-de-jaen,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Jaén,Bibliotecas
Biblioteca de Málaga,https://www.bibliotecasdeandalucia.es/web/biblioteca-del-estado-publica-provincial-de-malaga,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Málaga,Bibliotecas
Biblioteca de Sevilla,https://www.bibliotecasdeandalucia.es/web/biblioteca-del-estado-publica-provincial-de-sevilla,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
Biblioteca Virtual de Andalucía,https://www.bibliotecasdeandalucia.es/web/biblioteca-virtual-de-andalucia,Activa,Unica,Grande,Bibliotecas digitales / Patrimonio bibliográfico y documental / Instituciones culturales,Bibliotecas
Información y Documentación Especializada de Andalucía,https://www.bibliotecasdeandalucia.es/web/red-de-centros-de-documentacion-de-bibliotecas-especializadas-red-idea-,Activa,Semestral,Mediano,Bibliotecas especializadas / Centros de documentación / Instituciones culturales,Bibliotecas
Biblioteca Pública Municipal Alcalá del Río (Sevilla),https://www.bibliotecaspublicas.es/alcaladelrio/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
Servicio Bibliotecario Municipal Alcalá de Guadaíra (Sevilla),https://www.bibliotecaspublicas.es/alcalaguadaira/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
Biblioteca Pública Municipal de Almuñécar (Granada),https://www.bibliotecaspublicas.es/almunecar/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Granada,Bibliotecas
Biblioteca Pública Municipal Don Teodoro Pérez de Paz de Arahal (Sevilla),https://www.bibliotecaspublicas.es/arahal/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
"Biblioteca Pública Miguel Hernández (Armilla, Granada)",https://www.bibliotecaspublicas.es/armilla/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Granada,Bibliotecas
Biblioteca Pública Municipal Atarfe (Granada),https://www.bibliotecaspublicas.es/atarfe/informacion.htm,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Granada,Bibliotecas
Biblioteca Pública Municipal Baeza (Jaén),https://www.bibliotecaspublicas.es/baeza/informacion.htm,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Jaén,Bibliotecas
Biblioteca Pública Municipal Baza (Granada),https://www.bibliotecaspublicas.es/baza/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Granada,Bibliotecas
"Biblioteca Pública Municipal Miguel de Cervantes (Berja, Almería)",https://www.bibliotecaspublicas.es/berja/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Almería,Bibliotecas
"Biblioteca Pública Municipal Rafael Alberti (Brenes, Sevilla)",https://www.bibliotecaspublicas.es/brenes/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
Biblioteca Pública Municipal Cantillana (Sevilla),https://www.bibliotecaspublicas.es/cantillana/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
"Biblioteca Pública Municipal José María Requena (Carmona, Sevilla)",https://www.bibliotecaspublicas.es/carmona/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
Red de bibliotecas Públicas de Cártama (Málaga),https://www.bibliotecaspublicas.es/cartama/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Málaga,Bibliotecas
Biblioteca Pública Municipal Castilleja de la Cuesta (Sevilla),https://www.bibliotecaspublicas.es/castilleja/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
Biblioteca Pública Municipal Churriana de la Vega (Granada),https://www.bibliotecaspublicas.es/churriana/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Granada,Bibliotecas
"Biblioteca Pública Municipal Maestro Antonio Pineda (Coria del Río, Sevilla)",https://www.bibliotecaspublicas.es/coria/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
"Biblioteca Pública Municipal (Dos Hermanas,Sevilla)",https://www.bibliotecaspublicas.es/doshermanas/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
"Biblioteca Pública Municipal Tomás Beviá (Écija, Sevilla)",https://www.bibliotecaspublicas.es/ecija,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
Biblioteca Pública Municipal de Espartinas Poeta José Luis Núñez (Sevilla),https://www.bibliotecaspublicas.es/espartinas/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
"Biblioteca Pública Municipal Escritor José Asenjo Sedano (Guadix, Granada)",https://www.bibliotecaspublicas.es/guadix/index.jsp,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Granada,Bibliotecas
Biblioteca Pública Municipal Guillena (Sevilla),https://www.bibliotecaspublicas.es/guillena/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
"Biblioteca Pública Municipal Gabriel Espinar (Huercal-Overa, Almería)",https://www.bibliotecaspublicas.es/huercal-overa/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Almería,Bibliotecas
"Biblioteca Pública Municipal Ángel Ganivet (Huetor-Vega, Granada)",https://www.bibliotecaspublicas.es/huetorvega/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Granada,Bibliotecas
Biblioteca Pública Municipal Íllora (Granada),https://www.bibliotecaspublicas.es/illora/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Granada,Bibliotecas
Biblioteca Pública Municipal La Rinconada (Sevilla),https://www.bibliotecaspublicas.es/larinconada/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
"Biblioteca Pública Municipal Paco Álvarez (Cabezas de San Juan, Sevilla)",https://www.bibliotecaspublicas.es/lascabezas/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
Biblioteca Pública Municipal Las Gabias (Granada),https://www.bibliotecaspublicas.es/lasgabias/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Granada,Bibliotecas
"Biblioteca Pública Municipal Elio Antonio de Nebrija (Lebrija, Sevilla)",https://www.bibliotecaspublicas.es/lebrija/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
"Biblioteca Pública Municipal Ibn al-Jatib (Loja, Granada)",https://www.bibliotecaspublicas.es/loja/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Granada,Bibliotecas
Biblioteca Pública Municipal Lora del Río (Sevilla),https://www.bibliotecaspublicas.es/loradelrio/informacion.htm,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
Biblioteca Pública José Manuel Lara Mairena del Alcor (Sevilla),https://www.bibliotecaspublicas.es/mairena_del_alcor/index.jsp,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
"Bibliotecas Públicas de Mairena del Aljarafe (Sevilla) ""José Saramago""",https://www.bibliotecaspublicas.es/mairenadelaljarafe,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
"Biblioteca Pública Municipal José Fernando Alcaide Aguilar (Marchena, Sevilla)",https://www.bibliotecaspublicas.es/marchena/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
"Biblioteca Pública Municipal Mateo Alemán (San Juan de Aznalfarache, Sevilla)",https://www.bibliotecaspublicas.es/mateo_aleman/informacion.htm,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
Biblioteca Pública Municipal Medina-Sidonia (Cádiz),https://www.bibliotecaspublicas.es/MedinaSidonia/index.jsp,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Cádiz,Bibliotecas
"Biblioteca Pública Municipal Cristóbal Bermúdez Plata (Morón de la Frontera, Sevilla)",https://www.bibliotecaspublicas.es/moron,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Sevilla,Bibliotecas
Red de Bibliotecas Públicas Municipales Motril (Granada),https://www.bibliotecaspublicas.es/motril/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Granada,Bibliotecas
